../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p240/p240_005.wav	3.8956084
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p285/p285_013.wav	4.2833734
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p229/p229_008.wav	4.2175937
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p268/p268_005.wav	4.2048144
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p225/p225_012.wav	3.8243024
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p232/p232_005.wav	4.2531023
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p272/p272_003.wav	4.0113997
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p225/p225_009.wav	4.407747
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Dublin/p245/p245_015.wav	4.017543
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p268/p268_019.wav	4.2195606
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p228/p228_013.wav	4.3735514
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p258/p258_023.wav	3.9884405
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p285/p285_009.wav	3.7184584
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p229/p229_007.wav	4.3592577
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p281/p281_003.wav	4.266507
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p232/p232_004.wav	4.4400206
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p226/p226_019.wav	4.1900234
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p281/p281_017.wav	4.089131
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p262/p262_020.wav	4.385523
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p232/p232_019.wav	4.420496
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p240/p240_001.wav	4.252095
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p228/p228_006.wav	3.986987
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p268/p268_010.wav	4.217059
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p226/p226_014.wav	4.265801
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Dublin/p340/p340_021.wav	4.4303226
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p240/p240_006.wav	3.9595127
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p262/p262_022.wav	4.099935
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p272/p272_023.wav	4.377899
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p252/p252_004.wav	3.8578837
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p225/p225_023.wav	4.2867985
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Edinburgh/p285/p285_005.wav	4.451701
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p225/p225_013.wav	4.1750073
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p257/p257_019.wav	4.40888
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p228/p228_016.wav	4.022732
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/Dublin/p288/p288_019.wav	4.3835826
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p226/p226_006.wav	3.740487
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p226/p226_002.wav	4.3696404
../accent-evaluation/xtts_22.05k_corrupt30k_vol0.4_100ms/SouthernEngland/p258/p258_001.wav	4.270417
